order_id,entity_id,ndc,order_date,qty_ordered,unit_price_340b,lag_days_from_trigger_claim
ORD00417,CE003,00078-0648-15,2025-01-14,30,5300.0,1
ORD00418,CE012,00074-3799-13,2025-10-16,60,4100.0,21
ORD00419,CE001,00074-3799-13,2025-10-06,60,4100.0,5
ORD00420,CE001,00002-1433-80,2025-02-15,120,140.0,14
ORD00421,CE012,00003-0894-11,2025-02-18,90,310.0,7
ORD00422,CE010,00093-7146-01,2026-01-12,120,12.5,21
ORD00423,CE006,50242-0079-01,2026-01-16,60,1900.0,30
ORD00424,CE012,00006-0749-31,2025-12-22,60,380.0,14
ORD00425,CE006,00078-0648-15,2026-04-24,90,5300.0,10
ORD00426,CE011,50242-0079-01,2026-05-22,120,1900.0,30
ORD00427,CE007,00006-0749-31,2025-03-30,60,380.0,7
ORD00428,CE006,00006-0749-31,2026-04-23,60,380.0,21
ORD00429,CE006,00069-0150-01,2026-06-03,90,58.0,3
ORD00430,CE010,50242-0079-01,2025-05-23,120,1900.0,5
ORD00431,CE007,00093-7146-01,2025-04-25,30,12.5,30
ORD00432,CE010,00093-7146-01,2025-01-05,60,12.5,7
ORD00433,CE011,00003-0894-11,2025-12-09,30,310.0,21
ORD00434,CE012,00006-0749-31,2026-01-18,120,380.0,30
ORD00435,CE004,00078-0648-15,2025-12-26,30,5300.0,14
ORD00436,CE011,00003-0894-11,2026-04-10,60,310.0,3
ORD00437,CE009,00069-0150-01,2025-04-21,60,58.0,21
ORD00438,CE012,00093-7146-01,2025-11-10,120,12.5,5
ORD00439,CE004,00074-3799-13,2025-04-09,30,4100.0,5
ORD00440,CE001,00069-0150-01,2025-10-30,60,58.0,2
ORD00441,CE011,50242-0079-01,2025-03-15,90,1900.0,2
ORD00442,CE002,00002-1433-80,2026-03-09,120,140.0,10
ORD00443,CE012,00069-0150-01,2025-11-04,120,58.0,10
ORD00444,CE004,00006-0749-31,2025-11-08,120,380.0,14
ORD00445,CE011,00069-0150-01,2026-05-19,120,58.0,1
ORD00446,CE006,00006-0749-31,2025-02-01,120,380.0,7
ORD00447,CE009,00078-0648-15,2025-04-11,90,5300.0,14
ORD00448,CE001,00002-1433-80,2026-01-25,120,140.0,1
ORD00449,CE008,00093-7146-01,2025-09-16,30,12.5,30
ORD00450,CE004,00093-7146-01,2025-04-07,120,12.5,21
ORD00451,CE004,00006-0749-31,2026-04-26,90,380.0,1
ORD00452,CE009,00074-3799-13,2026-04-08,120,4100.0,5
ORD00453,CE001,00093-7146-01,2025-05-12,120,12.5,1
ORD00454,CE009,00093-7146-01,2025-07-05,90,12.5,21
ORD00455,CE009,00078-0648-15,2025-02-19,30,5300.0,7
ORD00456,CE003,00002-1433-80,2026-04-08,60,140.0,7
ORD00457,CE005,00069-0150-01,2025-12-06,30,58.0,14
ORD00458,CE002,50242-0079-01,2025-07-23,120,1900.0,21
ORD00459,CE001,00003-0894-11,2026-02-01,120,310.0,3
ORD00460,CE005,00069-0150-01,2025-07-07,90,58.0,5
ORD00461,CE004,00002-1433-80,2026-04-01,30,140.0,2
ORD00462,CE003,50242-0079-01,2025-05-16,120,1900.0,1
ORD00463,CE006,00002-1433-80,2026-03-17,90,140.0,1
ORD00464,CE007,00093-7146-01,2026-05-01,90,12.5,1
ORD00465,CE009,00078-0648-15,2026-03-09,30,5300.0,2
ORD00466,CE005,00093-7146-01,2026-01-02,120,12.5,21
ORD00467,CE003,00003-0894-11,2025-05-04,60,310.0,1
ORD00468,CE010,00093-7146-01,2025-07-11,120,12.5,5
ORD00469,CE009,00006-0749-31,2025-09-27,30,380.0,21
ORD00470,CE010,50242-0079-01,2026-02-28,30,1900.0,2
ORD00471,CE004,00003-0894-11,2025-05-31,60,310.0,7
ORD00472,CE001,00078-0648-15,2026-01-16,30,5300.0,1
ORD00473,CE009,00093-7146-01,2025-09-30,30,12.5,30
ORD00474,CE003,00074-3799-13,2025-11-24,120,4100.0,5
ORD00475,CE004,00003-0894-11,2026-05-02,120,310.0,21
ORD00476,CE002,00003-0894-11,2025-06-26,30,310.0,14
ORD00477,CE011,50242-0079-01,2025-05-11,60,1900.0,30
ORD00478,CE008,00093-7146-01,2026-06-10,60,12.5,2
ORD00479,CE011,00003-0894-11,2026-02-28,60,310.0,10
ORD00480,CE007,00074-3799-13,2025-03-03,30,4100.0,14
ORD00481,CE007,00006-0749-31,2025-01-29,90,380.0,5
ORD00482,CE008,00078-0648-15,2025-08-19,120,5300.0,3
ORD00483,CE011,00078-0648-15,2025-06-11,90,5300.0,5
ORD00484,CE002,00002-1433-80,2026-03-20,120,140.0,1
ORD00485,CE009,00093-7146-01,2025-03-28,30,12.5,3
ORD00486,CE005,00006-0749-31,2026-02-07,120,380.0,7
ORD00487,CE005,00006-0749-31,2025-12-01,120,380.0,7
ORD00488,CE007,00002-1433-80,2025-05-21,90,140.0,21
ORD00489,CE012,00093-7146-01,2026-05-17,30,12.5,10
ORD00490,CE011,00074-3799-13,2025-10-02,90,4100.0,7
ORD00491,CE006,00003-0894-11,2025-11-28,60,310.0,5
ORD00492,CE005,00006-0749-31,2025-07-16,120,380.0,10
ORD00493,CE005,00074-3799-13,2026-03-11,60,4100.0,5
ORD00494,CE004,00074-3799-13,2026-01-06,90,4100.0,30
ORD00495,CE008,00003-0894-11,2026-06-17,30,310.0,3
ORD00496,CE011,00074-3799-13,2025-09-10,90,4100.0,5
ORD00497,CE011,50242-0079-01,2026-05-24,60,1900.0,10
ORD00498,CE008,00078-0648-15,2025-10-05,90,5300.0,21
ORD00499,CE005,50242-0079-01,2025-03-15,30,1900.0,7
ORD00500,CE009,00078-0648-15,2026-02-07,30,5300.0,1
ORD00501,CE005,00003-0894-11,2026-05-22,90,310.0,21
ORD00502,CE004,00078-0648-15,2025-09-30,120,5300.0,1
ORD00503,CE010,00002-1433-80,2025-04-21,120,140.0,21
ORD00504,CE006,00078-0648-15,2025-05-03,60,5300.0,3
ORD00505,CE006,00093-7146-01,2025-02-25,30,12.5,1
ORD00506,CE002,00074-3799-13,2025-10-02,30,4100.0,3
ORD00507,CE004,00078-0648-15,2025-02-10,30,5300.0,1
ORD00508,CE006,00093-7146-01,2025-10-11,120,12.5,7
ORD00509,CE004,00003-0894-11,2025-08-14,90,310.0,7
ORD00510,CE003,00003-0894-11,2025-01-24,90,310.0,30
ORD00511,CE003,00003-0894-11,2026-01-28,30,310.0,5
ORD00512,CE002,50242-0079-01,2025-10-04,30,1900.0,21
ORD00513,CE004,00093-7146-01,2026-02-21,60,12.5,5
ORD00514,CE010,00002-1433-80,2025-06-19,60,140.0,3
ORD00515,CE002,00074-3799-13,2025-01-04,90,4100.0,5
ORD00516,CE010,00078-0648-15,2026-01-31,60,5300.0,21
ORD00517,CE002,00003-0894-11,2025-03-25,120,310.0,14
ORD00518,CE003,00002-1433-80,2026-01-29,30,140.0,14
ORD00519,CE004,00074-3799-13,2026-05-19,90,4100.0,14
ORD00520,CE001,00006-0749-31,2026-05-27,120,380.0,30
ORD00521,CE010,00002-1433-80,2025-07-30,60,140.0,10
ORD00522,CE010,00093-7146-01,2026-01-22,120,12.5,3
ORD00523,CE004,00003-0894-11,2025-11-18,120,310.0,10
ORD00524,CE004,00074-3799-13,2025-10-25,120,4100.0,5
ORD00525,CE001,00002-1433-80,2025-09-07,120,140.0,2
ORD00526,CE007,00069-0150-01,2025-12-20,120,58.0,10
ORD00527,CE008,00069-0150-01,2026-03-23,120,58.0,21
ORD00528,CE007,00093-7146-01,2025-09-19,60,12.5,10
ORD00529,CE006,00074-3799-13,2025-09-24,60,4100.0,21
ORD00530,CE004,50242-0079-01,2026-06-14,60,1900.0,30
ORD00531,CE007,00069-0150-01,2026-01-09,60,58.0,1
ORD00532,CE012,00093-7146-01,2025-06-12,30,12.5,2
ORD00533,CE002,00074-3799-13,2026-06-22,120,4100.0,7
ORD00534,CE005,50242-0079-01,2025-05-26,90,1900.0,14
ORD00535,CE004,50242-0079-01,2026-02-24,60,1900.0,7
ORD00536,CE004,00093-7146-01,2025-04-05,60,12.5,1
ORD00537,CE009,00074-3799-13,2026-04-27,60,4100.0,14
ORD00538,CE001,00003-0894-11,2025-07-20,30,310.0,2
ORD00539,CE005,00093-7146-01,2025-07-03,30,12.5,30
ORD00540,CE009,00002-1433-80,2026-01-13,60,140.0,3
ORD00541,CE004,50242-0079-01,2025-01-09,60,1900.0,10
ORD00542,CE009,00074-3799-13,2025-01-22,30,4100.0,30
ORD00543,CE003,00078-0648-15,2025-06-21,120,5300.0,1
ORD00544,CE003,50242-0079-01,2025-09-05,90,1900.0,10
ORD00545,CE004,00002-1433-80,2026-04-11,30,140.0,3
ORD00546,CE003,00003-0894-11,2025-02-13,120,310.0,2
ORD00547,CE001,50242-0079-01,2025-10-22,120,1900.0,21
ORD00548,CE009,00078-0648-15,2026-02-18,120,5300.0,30
ORD00549,CE010,00006-0749-31,2026-02-19,120,380.0,7
ORD00550,CE009,50242-0079-01,2026-05-27,30,1900.0,3
ORD00551,CE002,00003-0894-11,2026-01-12,30,310.0,7
ORD00552,CE007,00078-0648-15,2026-01-20,90,5300.0,7
ORD00553,CE006,00069-0150-01,2026-05-14,30,58.0,5
ORD00554,CE007,00003-0894-11,2025-05-31,60,310.0,21
ORD00555,CE007,00074-3799-13,2025-09-08,30,4100.0,3
ORD00556,CE008,00003-0894-11,2025-09-16,120,310.0,21
ORD00557,CE012,00002-1433-80,2026-04-22,60,140.0,10
ORD00558,CE003,00002-1433-80,2026-03-02,60,140.0,1
ORD00559,CE011,50242-0079-01,2025-04-14,90,1900.0,7
ORD00560,CE006,00069-0150-01,2026-04-22,120,58.0,14
ORD00561,CE010,00093-7146-01,2025-10-29,120,12.5,10
ORD00562,CE008,00069-0150-01,2025-03-11,90,58.0,10
ORD00563,CE005,00003-0894-11,2026-06-03,30,310.0,3
ORD00564,CE003,00093-7146-01,2025-10-04,30,12.5,1
ORD00565,CE011,00003-0894-11,2026-06-18,30,310.0,10
ORD00566,CE007,00002-1433-80,2025-12-09,90,140.0,21
ORD00567,CE005,00006-0749-31,2026-01-12,30,380.0,1
ORD00568,CE008,00002-1433-80,2026-03-20,30,140.0,30
ORD00569,CE003,00093-7146-01,2026-01-22,120,12.5,10
ORD00570,CE003,00074-3799-13,2025-05-26,30,4100.0,5
ORD00571,CE005,00078-0648-15,2026-02-08,30,5300.0,5
ORD00572,CE005,00069-0150-01,2025-01-13,60,58.0,3
ORD00573,CE010,00078-0648-15,2025-07-18,60,5300.0,14
ORD00574,CE009,00078-0648-15,2025-09-19,30,5300.0,5
ORD00575,CE003,00093-7146-01,2025-02-08,120,12.5,7
ORD00576,CE004,00093-7146-01,2026-04-25,120,12.5,3
ORD00577,CE002,00093-7146-01,2026-04-16,90,12.5,10
ORD00578,CE005,00002-1433-80,2025-12-05,60,140.0,10
ORD00579,CE010,00074-3799-13,2025-09-09,30,4100.0,5
ORD00580,CE008,00078-0648-15,2025-10-06,90,5300.0,10
ORD00581,CE012,00002-1433-80,2026-02-19,90,140.0,1
ORD00582,CE002,00074-3799-13,2025-06-01,60,4100.0,30
ORD00583,CE004,00003-0894-11,2026-04-21,30,310.0,3
ORD00584,CE007,00006-0749-31,2026-02-14,90,380.0,14
ORD00585,CE002,00074-3799-13,2025-09-06,120,4100.0,3
ORD00586,CE006,00093-7146-01,2025-02-28,120,12.5,14
ORD00587,CE003,00078-0648-15,2026-03-01,30,5300.0,21
ORD00588,CE006,00006-0749-31,2025-05-02,60,380.0,7
ORD00589,CE008,00002-1433-80,2026-02-10,120,140.0,5
ORD00590,CE004,00078-0648-15,2025-10-21,60,5300.0,5
ORD00591,CE003,00006-0749-31,2025-12-01,30,380.0,14
ORD00592,CE002,00093-7146-01,2025-03-26,60,12.5,1
ORD00593,CE008,00078-0648-15,2025-04-05,30,5300.0,3
ORD00594,CE008,00069-0150-01,2025-07-01,60,58.0,1
ORD00595,CE006,00074-3799-13,2026-01-01,30,4100.0,2
ORD00596,CE005,50242-0079-01,2025-12-05,30,1900.0,2
ORD00597,CE001,00093-7146-01,2025-01-01,60,12.5,5
ORD00598,CE008,00078-0648-15,2025-04-21,90,5300.0,7
ORD00599,CE010,00093-7146-01,2025-10-19,30,12.5,3
ORD00600,CE010,00002-1433-80,2025-09-24,30,140.0,3
